Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/22/2017,8.9,Select Hotel, 1 Wish they their room service was actually 24 hours as mentioned Unfortunately when we ordered meals by 11 00pm the staff had already left The staff apparently was from the cafe restaurant next door ,37,1145, 1 Staff always helpful in terms of directions to places to visit hiring us a van for our Moulin Rouge show and trip to the airport sorting our very late dinners from restaurant next door 2 Decor I am a lover of cacti and this place had an awesome display,51,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double with Winter Garden View ', ' Stayed 4 nights ']",48.8483053,2.3425596
10 rue de Vaugirard 6th arr 75006 Paris France,83,5/22/2017,8.3,Le Senat, the elevator,3,549, all was perfect and specally staff,7,4,10,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 6 nights ']",48.8491427,2.3397118
1 Rue De Libourne 12th arr 75012 Paris France,150,5/22/2016,8.7,Pullman Paris Centre Bercy, Only a single trashcan no view ,8,1382, Bed very nice room large,6,1,8.3,"[' Leisure trip ', ' Couple ', ' Classique Double Room ', ' Stayed 1 night ']",48.8315204,2.3870797
10 avenue Carnot 17th arr 75017 Paris France,39,5/22/2016,7.7,Belfast, nothing to be changed,5,337, excelent location direct bus from to airports 100 meter 50 meter to Letoile metro in the heart of paris walking distance to convention center Extra cordial friendly staff Clean rooms corridors Ambiant atmosphere Rich tasty fresh fine breakfast in a roccoco dining room The croissones were finest stuff and also fresh whole fruits ,55,26,10,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 6 nights ']",48.8756435,2.2938788
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/22/2016,8.6,Le Parisis Paris Tour Eiffel, The elevator was a little slow but other wise our stay was great ,15,1477, Everything about this place is great The staff went out of their way to help us We could see the Eiffel Tower from our window just like they said Plenty of cafes and stores on the block even a open air market and to top it off the metro was across the street Even a McDonalds half a block away ,62,1,10,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 5 nights ']",48.8494851,2.2955063
11 Rue de l Arcade 8th arr 75008 Paris France,80,5/21/2017,8.1,Op ra Marigny, Room we had was a little tight in terms of space ,13,735, Breakfast had a good selection to choose from and the location was good and in a quite area ,20,18,7.5,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.871723,2.3235377
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,5/21/2016,8.6,H tel Juliana Paris, There was an odor in our room It was a bit overwhelming Front desk offered to move us but didn t want to lose our view of the Eiffel Tower They even tried to give us something to use to help with smell Consistency wasn t there when our room was cleaned daily The bathroom floor wasnt always clean didn t have right amount of towels some nights or missing face towels Toilet paper was low and there wasn t an extra one in room Assumed housekeepers would replenish but didn t Our last night we got a small bottle water next to our bed candy and clean feet towel next to our bed This never happened any of the other nights One other thing to maybe help better overall stay was the temperature in sauna area It was too hot and no air coming in It s okay to be in actually steam room or dry sauna but the lounging area was uncomfortable to sit because of no air circulating ,173,577, Front desk crew was superb Always courteous and willing to help or answer questions Breakfast was a ten star Food was terrific and staff was also phenomenal Location was awesome and quiet neighborhood ,35,1,10,"[' Leisure trip ', ' Group ', ' Comfort Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8619373,2.3040298
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/21/2016,8.6,Le Parisis Paris Tour Eiffel, N a,3,1477, I loved the cleanliness of the rooms and the amazing view I enjoyed their breakfast extra charge in their breath taking furnished common area I would definitely come here again ,32,1,10,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8494851,2.2955063
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/21/2016,8.6,Le Parisis Paris Tour Eiffel, That we had to leave ,7,1477, From the minute we walked in the door we felt very welcome Our room was was very nice the view of the Eiffel Tower was fantastic The area is great only a short walk to the tower Train station located 2 minute Walk away got us quickly to arc de triomphe to train station on departure I would highly recommend this hotel The restaurant next door is Bellissimo ,70,4,10,"[' Leisure trip ', ' Couple ', ' Privilege Double Room with Eiffel Tower View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,5/20/2017,7.7,H tel des Ducs D Anjou, Since the suite is at the top floor we bumped against the low ceiling in the bathroom over the bathtub most of the time A bit hard to find via car GPS because Rue Sainte Opportune is not a car accessible road ,44,552, Great location the metro station is right in front of the hotel Quadruple Suite is nice cozy clean and come with all amenities Good wifi ,27,27,8.3,"[' Leisure trip ', ' Family with young children ', ' Quadruple Suite ', ' Stayed 2 nights ']",48.8598229,2.347111
10 Avenue Emile Zola 15th arr 75015 Paris France,33,5/20/2017,8,Mercure Paris Tour Eiffel Pont Mirabeau, Grid lock between airport and hotel ,8,259, Flight arrived late peak hours traffic heavy rains was unable to walk around town ,16,1,7.5,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8460269,2.2788281
1 Rue Scribe 9th arr 75009 Paris France,97,5/20/2016,8.6,Hotel Scribe Paris Opera by Sofitel, The facility that was not enaugh ,8,705, I like to all the staf from hotel that was very kind of us and quite room ,19,27,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8704175,2.3296832
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,43,5/20/2016,9.1,Bradford Elys es Astotel, If I must complain then it s the Breakfast not included I suppose ,15,234, I booked this hotel from reading the reviews and I can honestly say thank you to those of you who left reviews as they were honestly honest I was a little concerned as it was a weekend with my 23 year old son It is a lovely little hotel perfectly situated with great staff free internet and complimentary tea and coffee with light snacks all afternoon Walking out the door there are lots of nice bistros and it s within walking distance to almost everything I most certainly will return A big thank you to all the staff for making our 5 day stay just perfect ,108,2,7.9,"[' Leisure trip ', ' Family with older children ', ' Standard Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8729676,2.3081178
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/2/2017,8.9,Select Hotel, TV had only French channels No BBC CNN EuroNews English I find it unusual not having any newchannel in English where most customers were not French Please control your payment one day before check out time I checked my bill one before my checkout day In my case there was a discrepancy between their room rate and booking com rate It was later corrected I had the print out booking com t helped me If it were on the day I check out there would be problem Advise for booking com customers ,94,1145, I like the location safety of the hotel just in front of the sorbon university square ,18,12,8.8,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double with Winter Garden View ', ' Stayed 8 nights ']",48.8483053,2.3425596
102 Avenue de Villiers 17th arr 75017 Paris France,100,5/2/2017,8.8,Amp re, Poor Wifi room 47V The breakfast buffet could be richer,11,998, Every staff member was very helpful Clean room Near the metro,12,6,8.8,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 4 nights ']",48.8848583,2.2997023
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/2/2017,8.6,Le Parisis Paris Tour Eiffel, good access to to Eiffel tower walking distance,9,1477, good access to to Eiffel tower walking distance,9,4,7.9,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 2 nights ']",48.8494851,2.2955063
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/2/2016,8.9,Select Hotel, Room was really quite small limited with 2 bags as was the bed though you couldn t have got a bigger bed in there I know they are in the process of renovating some floors and maybe could add better lighting to the hallways leading up to room and bigger numbers on doors ,55,1145, Amazing location stepping out into a little square with a fountain bookshops and restaurants The staff were great They had a laptop we could use which was great Most amazing shower head i have ever seen ,38,9,8.8,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 3 nights ']",48.8483053,2.3425596
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,5/2/2016,8.6,H tel Juliana Paris, Nothing It was all great very modern French,9,577, Great location very clean staff were great and always at your service with a smile,16,7,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8619373,2.3040298
10 Place De La R publique 11th arr 75011 Paris France,141,5/19/2017,8,Crowne Plaza Paris R publique, Room is a bit small,6,1053, Excellent location many nice restaurants within walking distance,9,10,7.9,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
11 rue de Tr vise 9th arr 75009 Paris France,111,5/18/2017,8.3,H tel Diva Opera, Rooms were very very small Air didn t work the entire time even after asking staff to turn it on we slept with the balcony doors open ,29,1353, Hotel location was good Walking distance to many restaurants ,11,1,4.6,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",48.8732706,2.3450746
1 Place Vend me 1st arr 75001 Paris France,70,5/17/2016,8.7,H tel De Vend me, worst bathtub placement windows can be bigger room needs more daylight ,13,425, Best Staff i have ever met Thank you all ,11,40,7.5,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ']",48.8668564,2.3286339
1 Rue Scribe 9th arr 75009 Paris France,97,5/17/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Shower in the bath tub was unconfortable ,9,705, Bed was like a cloud Staff were very friendly ,11,11,8.8,"[' Leisure trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8704175,2.3296832
10 rue Lamartine 9th arr 75009 Paris France,42,5/17/2016,8.8,Les Plumes Hotel, Room was a little small not much of a view Very little to complain about for price location,19,514, Convenient location near local metro lines and local highlights Very friendly helpful staff at all times Lovely room unique design and comfy bed ,25,9,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",48.8766269,2.3432886
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,44,5/17/2016,8.7,H tel Chaplain Paris Rive Gauche, nothing,2,615, friendly stuff very good breakfast excellent location quiet,9,17,10,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 4 nights ']",48.8427564,2.3305636
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,5/16/2017,8.2,Hotel Trianon Rive Gauche, The housekeeping was a little flaky Face towel disappeared and never returned Milk wasn t topped up Room was small but Parisian hotels usually are Double glazing would be good despite being on 7th floor there was noticeable street noise We had a really good deal on the price I do not know if I would have been so happy paying full price ,65,967, Excellent location and comfortable hotel Very pleasant staff 5 6 minutes walk to Isle de la Cite and about 6 7 walk to the metro Plenty of nice cafes and restaurants nearby,33,18,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",48.8487675,2.3410376
10 rue d Ormesson 4th arr 75004 Paris France,27,5/16/2017,9,H tel de Jos phine BONAPARTE, There were no toiletries in the room which I believe 4star hotel should have in place Also the rooms were way smaller than presented than on the web I came for business and stayed for two nights on my own and it was acceptable Staying for leisure or any time longer would be in such small and rather less equipped room not be pleasant ,66,240, I liked the location of the hotel ,9,1,6.7,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",48.8555319,2.3621212
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,5/16/2016,8.6,Hotel Panache, Nothing ,3,371, It has been only 2 weeks this hotel has started to perform It was really good experience with good staff professional service and unique interior design Location is very central rooms are very clean I really recommended this hotel for your Paris trip Thank you Panache team ,49,5,10,"[' Leisure trip ', ' Travelers with friends ', ' Classic Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8732543,2.343239
10 Avenue Emile Zola 15th arr 75015 Paris France,33,5/16/2016,8,Mercure Paris Tour Eiffel Pont Mirabeau, Local restaurants a bit limited but many more only a couple of metro stops away ,17,259, Excellent access to the Metro and RER a few meters walk Velib bike rack across the street marvellous breakfast with lots of options The staff were superb Easy transfer via RER from CDG airport and a short walk to our Seine river cruise ship ,46,3,9.6,"[' Leisure trip ', ' Couple ', ' Privilege Room with 1 Double Bed ', ' Stayed 2 nights ']",48.8460269,2.2788281
10 Rue Kepler 16th arr 75016 Paris France,77,5/16/2016,9.1,H tel Keppler, Nothing ,3,338, An elegant and beautifully appointed hotel but still managing to be incredibly friendly The staff were incredibly helpful and attentive Will look forward to a return visit ,29,8,9.2,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room with Shower ', ' Stayed 2 nights ']",48.8699103,2.2973386
1 Rue De Libourne 12th arr 75012 Paris France,150,5/15/2017,8.7,Pullman Paris Centre Bercy, Breakfast very expensive although an excellent buffet with lots of choice Hotel probably more suited to business travellers Hotel restaurant was closed on the Sunday evening I stayed ,30,1382, Comfortable large hotel room with welcoming and helpful English speaking staff Quite good value for Paris ,18,28,9.2,"[' Leisure trip ', ' Solo traveler ', ' Classique Double Room ', ' Stayed 1 night ']",48.8315204,2.3870797
1 Rue De Libourne 12th arr 75012 Paris France,150,5/15/2017,8.7,Pullman Paris Centre Bercy, ,2,1382, ,2,12,8.8,"[' Business trip ', ' Group ', ' Classique Double Room ', ' Stayed 1 night ']",48.8315204,2.3870797
10 Place De La R publique 11th arr 75011 Paris France,141,5/15/2017,8,Crowne Plaza Paris R publique, Doors from other rooms banging all night,8,1053, Hamburger chips delishious ,5,2,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8673199,2.3656296
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/15/2017,8.6,Le Parisis Paris Tour Eiffel, Cleaners asked is to leave almost an hour before checkout time,12,1477, Friendly staff Amazing room Great view Wonderful trip ,10,1,10,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/15/2017,8.6,Le Parisis Paris Tour Eiffel, At the check in the manager wrote down my CVC code on the pretence they need to check me Later I realized they can t do that won t stay at this hotel again have to reissue card now Really disappointing ,43,1477, Bed was comfortable bathroom was clean,7,4,6.3,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/15/2016,8.9,Select Hotel, All was great with the hotel Only thing was the fee to get a taxi back to the airport was 20 euros more going back because the hotel was booking it for us Very very odd ,38,1145, Absolutely fab hotel Can t believe I was so lucky to have found it and book for our stay Beautifully decorated Super chic and quirky yet still comfortable Close to notredame and the louvre 2 mins from the metro surrounded by nice shops and restaurants Breakfast although basic was lovely and fresh Perfect stay Will be back Thank you ,61,1,10,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8483053,2.3425596
10 rue de Vaugirard 6th arr 75006 Paris France,83,5/15/2016,8.3,Le Senat, The only downside was the breakfast which was small and served in a dull and dark basement We recommend breakfast in town or one of the beautiful parks instead All in all great hotel though ,37,549, Excellent staff very service minded Helped us with reservations and advice in very good English ,17,3,9.6,"[' Leisure trip ', ' Family with older children ', ' Superior Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8491427,2.3397118
10 Rue Kepler 16th arr 75016 Paris France,77,5/14/2016,9.1,H tel Keppler, Nothing,2,338, I have stayed at the Keppler many times and the total experience is always excellent,16,2,10,"[' Leisure trip ', ' Couple ', ' Executive Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8699103,2.2973386
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/13/2016,8.6,Le Parisis Paris Tour Eiffel, Breakfast is expensive but for Paris standards is good value for money you wont have bfast buffet for that price anywhere around Room is a bit small ,29,1477, Good location close to Eiffel tower metro supermarkets and restaurants,11,11,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/12/2017,8.9,Select Hotel, All OK,3,1145, In general all ,5,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Small Double Room ', ' Stayed 2 nights ']",48.8483053,2.3425596
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,5/12/2017,8.6,Hotel Panache, Nothing,2,371, Everything Fantastic room on the 5th floor spacious comfortable bed staff is always very nice and location is perfect Everytime I go to Paris I try to book this hotel ,32,24,10,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 3 nights ']",48.8732543,2.343239
10 Rue Kepler 16th arr 75016 Paris France,77,5/12/2017,9.1,H tel Keppler, More choice at breakfast a better view,8,338, Bed was VERY comfy loved the decor style,9,2,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room with Shower ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8699103,2.2973386
10 Rue Kepler 16th arr 75016 Paris France,77,5/12/2016,9.1,H tel Keppler, Rooms are very small and a big suitcase pretty much blocks all the space to move around ,19,338, Excellent little boutique hotel in the heart of Paris attentive staff and a wonderful breakfast as well as extensive mini bar,22,8,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Double Room with Shower ', ' Stayed 1 night ']",48.8699103,2.2973386
11 15 Rue De Lyon 12th arr 75012 Paris France,205,5/12/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Nothing,2,2200, Convenient location to Gare de Lyon and easy walk to a number of museums and galleries,17,34,7.9,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
11 Rue d Astorg 8th arr 75008 Paris France,19,5/12/2016,7.5,Hotel Astor Saint Honor , Nothing This was a most enjoyable stay ,9,101, Full buffet breakfast Very knowledgeable helpful and considerate staff who spoke excellent English We used the hop on and hop off bus for our main transportation around Paris and the walk from the hotel to the hop on on hop off stop was only a 7 10 minute walk For us a great location ,56,14,10,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 2 nights ']",48.8728324,2.3193886
10 Rue Gabriel Laumain 10th arr 75010 Paris France,15,5/11/2017,8.3,Windsor Opera, Kettle in room to make tea More bigger signage would have been good to see where it is ,20,168, A woman at front reception sounded russian not pleasant rushing the instruction on arrival as if there was a queue waiting Not a good first impression seems the norm in France no kettle in room had to call for hot water to make tea lucky that was provided overall enjoyed the stay ,54,3,6.7,"[' Leisure trip ', ' Group ', ' Comfort Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8734851,2.3485111
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,43,5/11/2017,9.1,Bradford Elys es Astotel, Drinks in room could be better than cheap instant but always nice stuff available downstairs,16,234, Friendly and laid back Good breakfast ,8,8,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",48.8729676,2.3081178
11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,44,5/11/2017,8.7,H tel Chaplain Paris Rive Gauche, The room was located on the passage inside the internal courtyard so a bit noisy WiFi didn t work No hair dryer and you discover it when you are just naked the hotel is probably good but they gave me on the last minute a cheap room which is certainly not their regular standard ,56,615, Bed was Okay,4,13,6.7,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ']",48.8427564,2.3305636
1 Rue De Libourne 12th arr 75012 Paris France,150,5/10/2017,8.7,Pullman Paris Centre Bercy, Not the nicest area at night,7,1382, Good sized room good transport links,7,1,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room Two connecting Rooms ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
10 rue Gager Gabillot 15th arr 75015 Paris France,27,5/10/2017,7.1,Holiday Inn Paris Montparnasse Pasteur, Anything positive got overshadowed by the BEDBUGS Unacceptable that this type of hotel has bedbugs We have bedbug bites I had one small bite in my hand I thought maybe a mosquito or something the second night When I got home I had a lot more I didn t know what it was and the doctor confirmed bedbugs And explained the bites can show a day after or so My sister and I got it since we slept on the bed My other sisters that slept on the sofa didn t get bitten This is just unacceptable we tried to reach the hotel and they hang up on us very unprofessional ,113,344, Breakfast was good,4,1,2.5,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8376887,2.3063102
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,5/10/2017,8.1,Hotel des Tuileries Relais du Silence, I enjoyed everything about our stay at the hotel ,11,446, Excellent location within walking distance of the Louvre L Opera and Galleries Lafyette Large bedroom with comfortable bed tea coffee making facilities in the room also fridge safe large modern shower and bath slippers and 1 bathrobe provided fluffy towels shampoo shower cap body lotion provided Our room had a small balcony large enough to stand on not all the rooms did Didn t have breakfast so can t comment on it Receptionist very friendly and helpful with excellent English ,82,6,9.6,"[' Leisure trip ', ' Couple ', ' Superior Triple Room ', ' Stayed 3 nights ']",48.8661705,2.331561
102 Avenue de Villiers 17th arr 75017 Paris France,100,5/10/2017,8.8,Amp re, Am at a loss to understand how the room we paid for could be descibed as a junior suite It had a comfortable bed with separate bath shower toilet facilities but only had one small chair and small table in the bedroom no separate sitting area unless that was the balcony which might have been fine if weather had been better Very nice coffee machine in room but twice we had to ask for coffee pods just to get one each per day ,85,998, Good location and comfortable room,6,2,8.3,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 4 nights ']",48.8848583,2.2997023
1 Rue Scribe 9th arr 75009 Paris France,97,5/10/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Very soft pillows when asked for firmer pillows staff brought more soft pillows have found same problem at Sofitel Wentworth in Sydney One lift out of service out of three not enough to move guests quickly out of very small lobby area Great Nespresso machine in room was appreciated but not enough pods or milk housekeeping brought us more but I think it always looks a little penny pinching especially in a 5 star hotel when only just enough is provided for one cup of coffee ,88,705, Comfortable room Very pleasant polite staff,7,3,7.9,"[' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8704175,2.3296832
10 Place De La R publique 11th arr 75011 Paris France,141,5/10/2016,8,Crowne Plaza Paris R publique, The location was not central to most city attractions There were demonstrations going on on the square Large police presence made us anxious ,25,1053, Bed was comfortable room was reasonably clean a little shop worn We enjoyed cocktails on the outside ,19,1,5.8,"[' Leisure trip ', ' Group ', ' Standard Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
11 Rue de l Arcade 8th arr 75008 Paris France,80,5/10/2016,8.1,Op ra Marigny, When we entered our room we could smell the smoke of the previous guests although it was a non smoking room and hotel We complained at the reception but immediately got a new room ,36,735, Good location quite rooms great beds,7,7,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.871723,2.3235377
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,5/1/2017,8.2,Hotel Trianon Rive Gauche, Rooms rather tight but I guess that s to be expected in central Paris,15,967, Good clean hotel and friendly staff Good breakfast choices and facilities ,13,1,6.7,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,5/1/2017,8.2,Hotel Trianon Rive Gauche, Bed comfort,3,967, Breakfasts were very good value for money,8,7,7.1,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,5/1/2017,8.6,Hotel Panache, Though chambre de bonne was very cosy we could not walk up straight in the room because of the beams We also missed a proper wardrobe with hangers and some hooks for coats ,35,371, Extremely helpfull staff Charming hotel Great beds ,9,1,8.3,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8732543,2.343239
1 Rue Sainte Opportune 1st arr 75001 Paris France,61,5/1/2017,7.7,H tel des Ducs D Anjou, Poor wifi non existent mostly and room over heated but we could open our window but then got street noise below ,23,552, Excellent location right next door to Metro Chatelet station and easy walking distance to Louvre Notre Dam,18,3,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8598229,2.347111
1 Rue Scribe 9th arr 75009 Paris France,97,5/1/2017,8.6,Hotel Scribe Paris Opera by Sofitel, Free wifi is unacceptably slow And the paying high speed option is more a scam than a service In the year 2017 in a 5 star hotel you re simply supposed to offer high speed wifi for free and calculate the costs in your overall rates A minor but tedious flaw in an otherwise perfect stay ,58,705, From arrival to leaving it was picture perfect Staff was exceptional with a special mention for customer relations manager Pauline Most dog friendly hotel we ve stayed in The upgrade to our room was the cherry on the cake for a memorable stay at the heart of Paris We will definitely come back ,55,2,10,"[' Business trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ']",48.8704175,2.3296832
102 Bd De Grenelle 15th arr 75015 Paris France,241,5/1/2017,8.6,Le Parisis Paris Tour Eiffel, Breakfast was very expensive 17 Hotel locked itself up at night and one night we were unable to get in for 30 minutes ,25,1477, Decent location A few minutes walk to the tower Quite a longer walk to other attractions Free cell phone to take and use while in Paris Amazing bathroom Elevated train line runs right in front but it has rubber wheels and is hardly noticeable Hundreds of cafes nearby ,50,2,9.2,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
10 Place De Mexico 16th arr 75016 Paris France,34,5/1/2016,8.3,Le Metropolitan a Tribute Portfolio Hotel, Lift not working breakfast service slow but fantastic waiter presented complimentary wine in our room to apologise ,19,286, Comfortable bed quiet room good shower and bath,9,11,9.2,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8656973,2.2829776
1 Rue Scribe 9th arr 75009 Paris France,97,4/9/2016,8.6,Hotel Scribe Paris Opera by Sofitel, I wish we could have stayed longer,8,705, It was all wonderful,5,1,10,"[' Leisure trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8704175,2.3296832
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,4/9/2016,8.6,H tel Juliana Paris, no restaurant only breakfast room room service 24h but nobody answers the phone not enough staff no bellboy nobody helps you with the luggage only 1 person at the reception not a 5 service I ordered a taxi fot the next morning The taxi never came had to order another one after 15 min waiting check out took 20 min the computer at the reception stopped working and the receptionist had to restart it the restaurant charged me for breakfast which was included in the room rate They cancelled the charge when I told them its included I found a bottle of water half empty in the minibar the reception offered me another bottle of water free of charge ,121,577, good location kind receptionists large bathroom nice bathroom amenities,10,7,7.5,"[' Business trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8619373,2.3040298
102 Avenue de Villiers 17th arr 75017 Paris France,100,4/9/2016,8.8,Amp re, Nothing,2,998, Excellent staff,3,35,10,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8848583,2.2997023
102 Bd De Grenelle 15th arr 75015 Paris France,241,4/7/2017,8.6,Le Parisis Paris Tour Eiffel, ,2,1477, Comfy beds and friendly staff ,7,4,10,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ']",48.8494851,2.2955063
